Payer,Service,Age Group,Gender,2002,2004,2006,2008,2010,2012
Private health Insurance,Prescription Drugs,85+,Females,1064,1776,1068,1178,1313,1399
Total,Prescription Drugs,Total,Total,157915,192827,224078,241424,253034,259118
Total,Prescription Drugs,0-18,Total,12437,15920,17686,18390,19208,20329
Total,Prescription Drugs,19-44,Total,35398,41419,46673,48582,49113,48924
Total,Prescription Drugs,45-64,Total,64522,80454,98637,103642,106555,105133
Total,Prescription Drugs,65-84,Total,39961,47415,52785,61134,67349,73583
Total,Prescription Drugs,85+,Total,5596,7619,8297,9675,10809,11150
Total,Prescription Drugs,Total,Males,66832,81857,96406,107351,112979,117257
Total,Prescription Drugs,0-18,Males,7108,9186,10293,10721,11226,11933
Total,Prescription Drugs,19-44,Males,13904,16140,18379,19679,20012,20088
Total,Prescription Drugs,45-64,Males,28193,35272,44154,47983,49365,49350
Total,Prescription Drugs,65-84,Males,16066,19212,21333,26152,29139,32410
Total,Prescription Drugs,85+,Males,1560,2046,2247,2815,3237,3477
Total,Prescription Drugs,Total,Females,91084,110970,127672,134073,140055,141861
Total,Prescription Drugs,0-18,Females,5330,6734,7393,7669,7983,8396
Total,Prescription Drugs,19-44,Females,21493,25279,28294,28903,29100,28836
Total,Prescription Drugs,45-64,Females,36329,45182,54483,55659,57191,55783
Total,Prescription Drugs,65-84,Females,23895,28203,31452,34982,38210,41173
Total,Prescription Drugs,85+,Females,4036,5572,6050,6860,7572,7673
Medicaid,Total Personal Health Care,Total,Total,230060,270729,283306,317858,365688,387758
Medicaid,Total Personal Health Care,0-18,Total,53530,62714,73529,82665,94541,98702
Medicaid,Total Personal Health Care,19-44,Total,63436,74315,77052,85124,100378,107018
Medicaid,Total Personal Health Care,45-64,Total,49239,61985,65294,75460,90201,96177
Medicaid,Total Personal Health Care,65-84,Total,40540,45962,41711,46519,50136,53768
Medicaid,Total Personal Health Care,85+,Total,23315,25752,25720,28089,30432,32093
Medicaid,Total Personal Health Care,Total,Males,93412,111089,117765,133656,157366,167257
Medicaid,Total Personal Health Care,0-18,Males,29133,34219,39910,45058,51552,53958
Medicaid,Total Personal Health Care,19-44,Males,24997,29104,29038,32208,38913,41898
Medicaid,Total Personal Health Care,45-64,Males,22468,28614,30472,35554,43622,46413
Medicaid,Total Personal Health Care,65-84,Males,12980,14888,13991,15939,17825,19165
Medicaid,Total Personal Health Care,85+,Males,3835,4264,4355,4896,5454,5822
Medicaid,Total Personal Health Care,Total,Females,136648,159640,165542,184202,208322,220501
Medicaid,Total Personal Health Care,0-18,Females,24397,28495,33619,37608,42989,44744
Medicaid,Total Personal Health Care,19-44,Females,38439,45211,48015,52916,61465,65120
Medicaid,Total Personal Health Care,45-64,Females,26771,33371,34822,39906,46579,49764
Medicaid,Total Personal Health Care,65-84,Females,27560,31074,27721,30580,32311,34602
Medicaid,Total Personal Health Care,85+,Females,19480,21487,21365,23193,24978,26271
Medicare,Total Personal Health Care,Total,Total,256551,300083,382282,442009,489809,534769
Medicare,Total Personal Health Care,0-18,Total,66,77,115,124,124,128
Medicare,Total Personal Health Care,19-44,Total,8839,10522,15834,17331,19068,20725
Medicare,Total Personal Health Care,45-64,Total,27183,35057,52524,63369,74792,85363
Medicare,Total Personal Health Care,65-84,Total,179664,206200,251163,285786,311017,338013
Medicare,Total Personal Health Care,85+,Total,40798,48227,62648,75398,84808,90541
Medicare,Total Personal Health Care,Total,Males,112681,131519,165963,192695,214497,236440
Medicare,Total Personal Health Care,0-18,Males,33,38,61,65,68,71
Medicare,Total Personal Health Care,19-44,Males,4873,5690,8424,8998,9716,10347
Medicare,Total Personal Health Care,45-64,Males,13924,17741,26220,31329,36738,42024
Medicare,Total Personal Health Care,65-84,Males,80740,92437,111099,127407,139605,152957
Medicare,Total Personal Health Care,85+,Males,13111,15612,20160,24896,28370,31040
Medicare,Total Personal Health Care,Total,Females,143870,168564,216319,249313,275312,298329
Medicare,Total Personal Health Care,0-18,Females,33,38,54,59,56,56
Medicare,Total Personal Health Care,19-44,Females,3966,4831,7410,8333,9352,10378
Medicare,Total Personal Health Care,45-64,Females,13259,17316,26304,32040,38054,43338
Medicare,Total Personal Health Care,65-84,Females,98924,113764,140064,158379,171412,185055
Medicare,Total Personal Health Care,85+,Females,27688,32615,42488,50502,56438,59501
Other Payers and Programs,Total Personal Health Care,Total,Total,173558,203605,229642,255862,284311,308598
Other Payers and Programs,Total Personal Health Care,0-18,Total,29316,34960,38841,43651,47901,51674
Other Payers and Programs,Total Personal Health Care,19-44,Total,53975,60542,67817,73343,78062,84880
Other Payers and Programs,Total Personal Health Care,45-64,Total,54403,65583,76861,89400,100945,111627
Other Payers and Programs,Total Personal Health Care,65-84,Total,27671,32847,34504,36434,42872,44831
Other Payers and Programs,Total Personal Health Care,85+,Total,8192,9674,11619,13035,14530,15586
Other Payers and Programs,Total Personal Health Care,Total,Males,82511,96074,108250,121838,137421,150666
Other Payers and Programs,Total Personal Health Care,0-18,Males,15405,18263,20363,22787,25100,27568
Other Payers and Programs,Total Personal Health Care,19-44,Males,21781,24201,26907,28975,31405,33140
Other Payers and Programs,Total Personal Health Care,45-64,Males,28968,34159,39997,47311,53432,61165
Other Payers and Programs,Total Personal Health Care,65-84,Males,14029,16515,17447,18515,22577,23392
Other Payers and Programs,Total Personal Health Care,85+,Males,2327,2936,3534,4250,4907,5402
Other Payers and Programs,Total Personal Health Care,Total,Females,91047,107531,121392,134025,146890,157931
Other Payers and Programs,Total Personal Health Care,0-18,Females,13911,16697,18478,20865,22801,24107
Other Payers and Programs,Total Personal Health Care,19-44,Females,32194,36341,40909,44367,46657,51739
Other Payers and Programs,Total Personal Health Care,45-64,Females,25435,31424,36864,42089,47513,50462
Other Payers and Programs,Total Personal Health Care,65-84,Females,13642,16332,17056,17919,20295,21439
Other Payers and Programs,Total Personal Health Care,85+,Females,5865,6738,8085,8785,9624,10184
Out-of-Pocket,Total Personal Health Care,Total,Total,219311,248658,273661,295791,299481,318723
Out-of-Pocket,Total Personal Health Care,0-18,Total,20944,23834,27281,28905,28501,29935
Out-of-Pocket,Total Personal Health Care,19-44,Total,45061,49848,55067,58074,57263,61784
Out-of-Pocket,Total Personal Health Care,45-64,Total,71389,82028,92277,97912,98259,100422
Out-of-Pocket,Total Personal Health Care,65-84,Total,62012,69936,73746,82296,85704,94020
Out-of-Pocket,Total Personal Health Care,85+,Total,19905,23012,25290,28605,29754,32562
Out-of-Pocket,Total Personal Health Care,Total,Males,89160,102271,114026,124694,125387,134944
Out-of-Pocket,Total Personal Health Care,0-18,Males,10512,11930,13548,14377,14151,14956
Out-of-Pocket,Total Personal Health Care,19-44,Males,16863,18942,21185,22203,21707,23750
Out-of-Pocket,Total Personal Health Care,45-64,Males,30763,35623,40582,43898,42965,44654
Out-of-Pocket,Total Personal Health Care,65-84,Males,25894,29750,31880,36199,38007,41760
Out-of-Pocket,Total Personal Health Care,85+,Males,5127,6026,6830,8017,8557,9824
Out-of-Pocket,Total Personal Health Care,Total,Females,130152,146388,159635,171097,174094,183779
Out-of-Pocket,Total Personal Health Care,0-18,Females,10432,11903,13733,14528,14350,14980
Out-of-Pocket,Total Personal Health Care,19-44,Females,28198,30906,33881,35871,35556,38033
Out-of-Pocket,Total Personal Health Care,45-64,Females,40626,46406,51694,54014,55294,55768
Out-of-Pocket,Total Personal Health Care,65-84,Females,36118,40187,41866,46097,47696,52260
Out-of-Pocket,Total Personal Health Care,85+,Females,14778,16987,18460,20588,21197,22738
Private health Insurance,Total Personal Health Care,Total,Total,488132,565078,636164,702416,754789,821953
Private health Insurance,Total Personal Health Care,0-18,Total,52269,64468,74793,83223,88028,96394
Private health Insurance,Total Personal Health Care,19-44,Total,128072,149308,169054,186548,195479,214822
Private health Insurance,Total Personal Health Care,45-64,Total,232406,268551,310231,340516,370834,393974
Private health Insurance,Total Personal Health Care,65-84,Total,65252,70914,69746,77950,83369,97347
Private health Insurance,Total Personal Health Care,85+,Total,10132,11837,12340,14179,17079,19416
Private health Insurance,Total Personal Health Care,Total,Males,210085,243827,275894,304917,327418,357849
Private health Insurance,Total Personal Health Care,0-18,Males,27632,34445,39627,43921,46425,50791
Private health Insurance,Total Personal Health Care,19-44,Males,45310,52174,59193,65050,68087,76067
Private health Insurance,Total Personal Health Care,45-64,Males,104598,120374,139756,153209,166749,177273
Private health Insurance,Total Personal Health Care,65-84,Males,29598,33296,33675,38043,40580,47051
Private health Insurance,Total Personal Health Care,85+,Males,2948,3538,3643,4695,5576,6667
Private health Insurance,Total Personal Health Care,Total,Females,278047,321251,360270,397500,427371,464104
Private health Insurance,Total Personal Health Care,0-18,Females,24638,30023,35166,39302,41602,45603
Private health Insurance,Total Personal Health Care,19-44,Females,82762,97134,109861,121498,127391,138755
Private health Insurance,Total Personal Health Care,45-64,Females,127809,148177,170475,187307,204086,216701
Private health Insurance,Total Personal Health Care,65-84,Females,35655,37618,36071,39907,42789,50296
Private health Insurance,Total Personal Health Care,85+,Females,7185,8299,8697,9484,11503,12750
Total,Total Personal Health Care,Total,Total,1367612,1588153,1805056,2013936,2194077,2371800
Total,Total Personal Health Care,0-18,Total,156125,186052,214559,238569,259094,276833
Total,Total Personal Health Care,19-44,Total,299383,344534,384824,420420,450250,489229
Total,Total Personal Health Care,45-64,Total,434621,513205,597186,666656,735032,787562
Total,Total Personal Health Care,65-84,Total,375141,425859,470870,528985,573099,627978
Total,Total Personal Health Care,85+,Total,102343,118502,137618,159306,176604,190198
Total,Total Personal Health Care,Total,Males,587848,684779,781898,877799,962089,1047156
Total,Total Personal Health Care,0-18,Males,82715,98895,113509,126207,137296,147344
Total,Total Personal Health Care,19-44,Males,113824,130111,144747,157435,169828,185203
Total,Total Personal Health Care,45-64,Males,200721,236512,277027,311301,343505,371529
Total,Total Personal Health Care,65-84,Males,163241,186885,208092,236102,258596,284326
Total,Total Personal Health Care,85+,Males,27347,32376,38523,46754,52864,58755
Total,Total Personal Health Care,Total,Females,779764,903374,1023157,1136136,1231989,1324644
Total,Total Personal Health Care,0-18,Females,73410,87157,101049,112362,121798,129490
Total,Total Personal Health Care,19-44,Females,185559,214423,240077,262985,280422,304026
Total,Total Personal Health Care,45-64,Females,233899,276693,320159,355356,391526,416033
Total,Total Personal Health Care,65-84,Females,211900,238974,262777,292882,314503,343653
Total,Total Personal Health Care,85+,Females,74996,86126,99095,112551,123740,131443
